"Bar kod","Naziv robe","Kat.broj","Atribut 3","J.mj.","T.b.","Prod.cijena","VPC-PDV","Zalihe","Kol.vlast.","Rez.kol.","Kol.raspol.","Kol.kom.pri.","Kol.POS","Kol.slož.","Kol.nar.kup.","Kol.nar.dob.","D","Jamstvo","Atest","%max.rb.","Bar kod","Os.pak.","P","Odnos jm2","Kol. jm2","Prod.c. jm2","Drugi naziv robe","Treći naziv robe","Zapremina","Dimenzije","Atribut 1","Opis Atribut 1","Atribut 2","Opis Atribut 2","Opis Atribut 3","Atribut 4","Opis Atribut 4","Ambalaža","Ul.trošarina","Por.na luks.","Smještaj.R.","Smještaj","Zemlj.podr.","Drž.I.S.","Konto","Zadnji ulaz","Zadnji izlaz","Dat.unosa","Dat.izmj.","Dat.VPC","MPC+PDV","prosj. nc","1","2","3","4","5","6","7","8","PPOM","p.na.pot.","%pdv","Povr.nak.","val.","tečaj val.","c.tar.","min.kol.R.","opt.kol.R.","max.kol.R.","min.kol","opt.kol","max.kol","kalo %","proizvođač","Naziv proizvođača","dobavljač","Naziv dobavljača","gr.p.pot.","nor.amb.","www","težina pak.","j.m.težine","Z/V","Najm.ek.kol.","Traj.isporuke","Traj.proizvod.",""
"194917424902","T-MAJA M. - STOPWATCH SHORT SLEEVE - SAM800212-SL","SAM800212-SL - 48","S","kom","6","23.76","11.88","2","2","","2","2","1","","","","","","TEKSTIL","39.98","194917424902","1","","1 kom = 1 kom","2","","STOPWATCH SHORT SLEEVE","SAM800212-SL","","","M","M","SUNNY","SUNNY LIME","S","SS21","SS21","","","","","","Indonezija","","","3/4/2021","","11/26/2020","10/19/2022","","23.76","7.13","","","","","","","","","","","25","","USD","0.86269825","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","0.19","kg","","","","",""
"194917424919","T-MAJA M. - STOPWATCH SHORT SLEEVE - SAM800212-SL","SAM800212-SL - 54","XL","kom","6","23.76","11.88","2","2","","2","1","","","","","","","TEKSTIL","39.98","194917424919","1","","1 kom = 1 kom","2","","STOPWATCH SHORT SLEEVE","SAM800212-SL","","","M","M","SUNNY","SUNNY LIME","XL","SS21","SS21","","","","","","Indonezija","","","3/4/2021","7/12/2023","11/26/2020","10/19/2022","","23.76","7.13","","","","","","","","","","","25","","USD","0.86269825","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","0.19","kg","","","","",""
"194917424926","T-MAJA M. - STOPWATCH SHORT SLEEVE - SAM800212-SL","SAM800212-SL - 56","XXL","kom","6","23.76","11.88","2","2","","2","2","1","","","","","","TEKSTIL","39.98","194917424926","1","","1 kom = 1 kom","2","","STOPWATCH SHORT SLEEVE","SAM800212-SL","","","M","M","SUNNY","SUNNY LIME","XXL","SS21","SS21","","","","","","Indonezija","","","3/4/2021","","11/26/2020","10/19/2022","","23.76","7.13","","","","","","","","","","","25","","USD","0.86269825","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","0.19","kg","","","","",""
"194917425336","KR. HLAČE M.  - ""OUTPACE 5"""" SHORT"" - SAM800243-BK","SAM800243-BK - 52","52/L","kom","6","39.68","19.84","3","3","","3","3","1","","","","","","TEKSTIL","23.19","194917425336","1","","1 kom = 1 kom","3","","""OUTPACE 5"""" SHORT""","SAM800243-BK","","","M","M","BLACK","BLACK","52/L","22FW","22FW","","","","","","Kina","","","7/26/2022","7/20/2023","7/16/2022","10/19/2022","","39.68","15.24","","","","","","","","","","","25","","USD","0.9688765","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917425343","KR. HLAČE M.  - ""OUTPACE 5"""" SHORT"" - SAM800243-BK","SAM800243-BK - 50","50/M","kom","6","39.68","19.84","2","2","","2","2","1","","","","","","TEKSTIL","23.19","194917425343","1","","1 kom = 1 kom","2","","""OUTPACE 5"""" SHORT""","SAM800243-BK","","","M","M","BLACK","BLACK","50/M","22FW","22FW","","","","","","Kina","","","7/26/2022","4/27/2023","7/16/2022","10/19/2022","","39.68","15.24","","","","","","","","","","","25","","USD","0.9688765","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917425374","KR. HLAČE M.  - ""OUTPACE 5"""" SHORT"" - SAM800243-BK","SAM800243-BK - 56","56/XXL","kom","6","39.68","19.84","1","1","","1","1","1","","","","","","TEKSTIL","23.19","194917425374","1","","1 kom = 1 kom","1","","""OUTPACE 5"""" SHORT""","SAM800243-BK","","","M","M","BLACK","BLACK","56/XXL","22FW","22FW","","","","","","Kina","","","7/26/2022","3/31/2023","7/16/2022","10/19/2022","","39.68","15.24","","","","","","","","","","","25","","USD","0.9688765","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917425534","KR. HLAČE M. - OUTPACE 7 SHORT - SAM800244-BK","SAM800244-BK - 52","L","kom","6","52.96","26.48","3","3","","3","3","1","","","","","","TEKSTIL","29.31","194917425534","1","","1 kom = 1 kom","3","","OUTPACE 7 SHORT","SAM800244-BK","","","M","M","BLACK","BLACK","L","SS21","SS21","","","","","","Kina","","","2/23/2021","5/9/2023","11/26/2020","10/19/2022","","52.96","18.72","","","","","","","","","","","25","","USD","0.86269825","6204639000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917425541","KR. HLAČE M. - OUTPACE 7 SHORT - SAM800244-BK","SAM800244-BK - 50","M","kom","6","52.96","26.48","3","3","","3","3","1","","","","","","TEKSTIL","29.31","194917425541","1","","1 kom = 1 kom","3","","OUTPACE 7 SHORT","SAM800244-BK","","","M","M","BLACK","BLACK","M","SS21","SS21","","","","","","Kina","","","2/23/2021","2/16/2023","11/26/2020","10/19/2022","","52.96","18.72","","","","","","","","","","","25","","USD","0.86269825","6204639000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917425558","KR. HLAČE M. - OUTPACE 7 SHORT - SAM800244-BK","SAM800244-BK - 48","S","kom","6","52.96","26.48","2","2","","2","2","1","","","","","","TEKSTIL","29.27","194917425558","1","","1 kom = 1 kom","2","","OUTPACE 7 SHORT","SAM800244-BK","","","M","M","BLACK","BLACK","S","SS21","SS21","","","","","","Kina","","","2/23/2021","1/3/2023","11/26/2020","10/19/2022","","52.96","18.73","","","","","","","","","","","25","","USD","0.86269825","6204639000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917425565","KR. HLAČE M. - OUTPACE 7 SHORT - SAM800244-BK","SAM800244-BK - 54","XL","kom","6","52.96","26.48","3","3","","3","3","1","","","","","","TEKSTIL","29.27","194917425565","1","","1 kom = 1 kom","3","","OUTPACE 7 SHORT","SAM800244-BK","","","M","M","BLACK","BLACK","XL","SS21","SS21","","","","","","Kina","","","2/23/2021","6/1/2022","11/26/2020","10/19/2022","","52.96","18.73","","","","","","","","","","","25","","USD","0.86269825","6204639000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917428047","T-MAJA Ž. - STOPWATCH SHORT SLEEVE - SAW800283-SL","SAW800283-SL - 40","L","kom","6","23.76","11.88","1","1","","1","1","1","","","","","","TEKSTIL","39.98","194917428047","1","","1 kom = 1 kom","1","","STOPWATCH SHORT SLEEVE","SAW800283-SL","","","Ž","Ž","SUNNY","SUNNY LIME","L","SS21","SS21","","","","","","Indonezija","","","3/4/2021","3/29/2023","11/26/2020","10/19/2022","","23.76","7.13","","","","","","","","","","","25","","USD","0.86269825","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","0.19","kg","","","","",""
"194917428054","T-MAJA Ž. - STOPWATCH SHORT SLEEVE - SAW800283-SL","SAW800283-SL - 38","M","kom","6","23.76","11.88","6","6","","6","6","1","","","","","","TEKSTIL","39.98","194917428054","1","","1 kom = 1 kom","6","","STOPWATCH SHORT SLEEVE","SAW800283-SL","","","Ž","Ž","SUNNY","SUNNY LIME","M","SS21","SS21","","","","","","Indonezija","","","3/4/2021","3/13/2023","11/26/2020","10/19/2022","","23.76","7.13","","","","","","","","","","","25","","USD","0.86269825","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","0.19","kg","","","","",""
"194917428078","T-MAJA Ž. - STOPWATCH SHORT SLEEVE - SAW800283-SL","SAW800283-SL - 42","XL","kom","6","23.76","11.88","4","4","","4","4","1","","","","","","TEKSTIL","39.98","194917428078","1","","1 kom = 1 kom","4","","STOPWATCH SHORT SLEEVE","SAW800283-SL","","","Ž","Ž","SUNNY","SUNNY LIME","XL","SS21","SS21","","","","","","Indonezija","","","3/4/2021","","11/26/2020","10/19/2022","","23.76","7.13","","","","","","","","","","","25","","USD","0.86269825","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","0.19","kg","","","","",""
"194917428085","T-MAJA Ž. - STOPWATCH SHORT SLEEVE - SAW800283-SL","SAW800283-SL - 34","XS","kom","6","23.76","11.88","3","3","","3","3","1","","","","","","TEKSTIL","39.98","194917428085","1","","1 kom = 1 kom","3","","STOPWATCH SHORT SLEEVE","SAW800283-SL","","","Ž","Ž","SUNNY","SUNNY LIME","XS","SS21","SS21","","","","","","Indonezija","","","3/4/2021","","11/26/2020","10/19/2022","","23.76","7.13","","","","","","","","","","","25","","USD","0.86269825","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","0.19","kg","","","","",""
"194917469774","TENISICA MUŠKA - JAZZ ORIGINAL VINTAGE - S70368-203","S70368-203 - 445","10,5","PAR","6","106.05","53.02","1","1","","1","#N/A","","","","","","","OBUĆA","56.36","194917469774","1","","1 PAR = 1 PAR","1","","JAZZ ORIGINAL VINTAGE","S70368-203","","","M","M","Green/","Green/Coral","10,5","SS21","SS21","","","","","","Vijetnam","","","1/12/2021","","11/26/2020","8/11/2022","","106.05","23.14","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","0.54","kg","","","","",""
"194917482001","KR.HLAČE Ž.  - ""OUTPACE 2.5"""" SPLIT SHORT"" - SAW800368-BK","SAW800368-BK - 40","40/L","kom","6","39.68","19.84","2","2","","2","2","1","","","","","","TEKSTIL","25","194917482001","1","","1 kom = 1 kom","2","","""OUTPACE 2.5"""" SPLIT SHORT""","SAW800368-BK","","","Ž","Ž","BLACK","BLACK","40/L","22FW","22FW","","","","","","Kina","","","7/26/2022","3/3/2023","7/16/2022","10/19/2022","","39.68","14.88","","","","","","","","","","","25","","USD","0.9688765","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917482018","KR.HLAČE Ž.  - ""OUTPACE 2.5"""" SPLIT SHORT"" - SAW800368-BK","SAW800368-BK - 38","38/M","kom","6","39.68","19.84","3","3","","3","3","1","","","","","","TEKSTIL","25.05","194917482018","1","","1 kom = 1 kom","3","","""OUTPACE 2.5"""" SPLIT SHORT""","SAW800368-BK","","","Ž","Ž","BLACK","BLACK","38/M","22FW","22FW","","","","","","Kina","","","7/26/2022","8/31/2023","7/16/2022","10/19/2022","","39.68","14.87","","","","","","","","","","","25","","USD","0.9688765","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917482025","KR.HLAČE Ž.  - ""OUTPACE 2.5"""" SPLIT SHORT"" - SAW800368-BK","SAW800368-BK - 36","36/S","kom","6","39.68","19.84","3","3","1","2","1","","","","","","","TEKSTIL","25","194917482025","1","","1 kom = 1 kom","3","","""OUTPACE 2.5"""" SPLIT SHORT""","SAW800368-BK","","","Ž","Ž","BLACK","BLACK","36/S","22FW","22FW","","","","","","Kina","","","7/26/2022","8/31/2023","7/16/2022","10/19/2022","","39.68","14.88","","","","","","","","","","","25","","USD","0.9688765","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917482032","KR.HLAČE Ž.  - ""OUTPACE 2.5"""" SPLIT SHORT"" - SAW800368-BK","SAW800368-BK - 42","42/XL","kom","6","39.68","19.84","2","2","","2","2","1","","","","","","TEKSTIL","25","194917482032","1","","1 kom = 1 kom","2","","""OUTPACE 2.5"""" SPLIT SHORT""","SAW800368-BK","","","Ž","Ž","BLACK","BLACK","42/XL","22FW","22FW","","","","","","Kina","","","7/26/2022","","7/16/2022","10/19/2022","","39.68","14.88","","","","","","","","","","","25","","USD","0.9688765","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917482049","KR.HLAČE Ž.  - ""OUTPACE 2.5"""" SPLIT SHORT"" - SAW800368-BK","SAW800368-BK - 34","34/XS","kom","6","39.68","19.84","1","1","","1","1","1","","","","","","TEKSTIL","25.05","194917482049","1","","1 kom = 1 kom","1","","""OUTPACE 2.5"""" SPLIT SHORT""","SAW800368-BK","","","Ž","Ž","BLACK","BLACK","34/XS","22FW","22FW","","","","","","Kina","","","7/26/2022","3/31/2023","7/16/2022","10/19/2022","","39.68","14.87","","","","","","","","","","","25","","USD","0.9688765","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917643822","TENISICA UNISEX - GRID WEB - S70598-1","S70598-1 - 400","7","PAR","6","172.41","86.2","1","1","","1","1","1","","","","","","","18.07","194917643822","","","1 PAR = 1 kom","1","","GRID WEB","S70598-1","","","UNI","UNI","Manate","Manatee","7","21SP","21SP","","","","","","Vijetnam","","","7/8/2021","","7/8/2021","8/11/2022","","172.41","70.62","","","","","","","","","","","25","","EUR","1","64041100","","","","","","","","2048","Wolverine Europe Limited","2048","Wolverine Europe Limited","","","","","kg","","","","",""
"194917643846","TENISICA UNISEX - GRID WEB - S70598-1","S70598-1 - 410","8","PAR","6","172.41","86.2","1","1","","1","1","1","","","","","","","18.07","194917643846","","","1 PAR = 1 kom","1","","GRID WEB","S70598-1","","","UNI","UNI","Manate","Manatee","8","21SP","21SP","","","","","","Vijetnam","","","7/8/2021","","7/8/2021","8/11/2022","","172.41","70.62","","","","","","","","","","","25","","EUR","1","64041100","","","","","","","","2048","Wolverine Europe Limited","2048","Wolverine Europe Limited","","","","","kg","","","","",""
"194917643853","TENISICA UNISEX - GRID WEB - S70598-1","S70598-1 - 420","8,5","PAR","6","172.41","86.2","2","2","","2","2","1","","","","","","","18.07","194917643853","","","1 PAR = 1 kom","2","","GRID WEB","S70598-1","","","UNI","UNI","Manate","Manatee","8,5","21SP","21SP","","","","","","Vijetnam","","","7/8/2021","","7/8/2021","8/11/2022","","172.41","70.62","","","","","","","","","","","25","","EUR","1","64041100","","","","","","","","2048","Wolverine Europe Limited","2048","Wolverine Europe Limited","","","","","kg","","","","",""
"194917643877","TENISICA UNISEX - GRID WEB - S70598-1","S70598-1 - 430","9,5","PAR","6","172.41","86.2","2","2","","2","2","1","","","","","","","18.07","194917643877","","","1 PAR = 1 kom","2","","GRID WEB","S70598-1","","","UNI","UNI","Manate","Manatee","9,5","21SP","21SP","","","","","","Vijetnam","","","7/8/2021","","7/8/2021","8/11/2022","","172.41","70.62","","","","","","","","","","","25","","EUR","1","64041100","","","","","","","","2048","Wolverine Europe Limited","2048","Wolverine Europe Limited","","","","","kg","","","","",""
"194917643884","TENISICA UNISEX - GRID WEB - S70598-1","S70598-1 - 440","10","PAR","6","172.41","86.2","1","1","","1","1","1","","","","","","","18.07","194917643884","","","1 PAR = 1 kom","1","","GRID WEB","S70598-1","","","UNI","UNI","Manate","Manatee","10","21SP","21SP","","","","","","Vijetnam","","","7/8/2021","","7/8/2021","8/11/2022","","172.41","70.62","","","","","","","","","","","25","","EUR","1","64041100","","","","","","","","2048","Wolverine Europe Limited","2048","Wolverine Europe Limited","","","","","kg","","","","",""
"194917738993","OVRATNIK - SOLSTICE NECK GAITER - SAU800034-BK","SAU800034-BK","-","kom","6","20","10","12","12","","12","#N/A","","","","","","","OPREMA","18.6","194917738993","1","","1 kom = 1 kom","12","","SOLSTICE NECK GAITER","SAU800034-BK","","","","","BLACK","BLACK","-","23FW","23FW","","","","","","Kina","","","7/11/2023","","7/11/2023","","","20","8.14","","","","","","","","","","","25","","USD","1.09","6505006090","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917742716","TAJCE M. - SOLSTICE 2.0 TIGHT - SAM800275-BK","SAM800275-BK - 52","L","par","6","66.23","33.11","2","2","","2","2","1","","","","","","OBUĆA","34.85","194917742716","1","","1 PAR = 1 PAR","2","","SOLSTICE 2.0 TIGHT","SAM800275-BK","","","","","BLACK","BLACK","L","FW21","FW21","","","","lijepljena/prošivena obuća","","Vijetnam","","","7/26/2021","3/18/2022","7/11/2021","10/19/2022","","66.23","21.57","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"194917742723","TAJCE M. - SOLSTICE 2.0 TIGHT - SAM800275-BK","SAM800275-BK - 50","M","par","6","66.23","33.11","2","2","","2","2","1","","","","","","OBUĆA","34.85","194917742723","1","","1 PAR = 1 PAR","2","","SOLSTICE 2.0 TIGHT","SAM800275-BK","","","","","BLACK","BLACK","M","FW21","FW21","","","","lijepljena/prošivena obuća","","Vijetnam","","","7/26/2021","1/3/2023","7/11/2021","10/19/2022","","66.23","21.57","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"194917742747","TAJCE M. - SOLSTICE 2.0 TIGHT - SAM800275-BK","SAM800275-BK - 54","XL","par","6","66.23","33.11","2","2","","2","2","1","","","","","","OBUĆA","34.85","194917742747","1","","1 PAR = 1 PAR","2","","SOLSTICE 2.0 TIGHT","SAM800275-BK","","","","","BLACK","BLACK","XL","FW21","FW21","","","","lijepljena/prošivena obuća","","Vijetnam","","","7/26/2021","11/29/2021","7/11/2021","10/19/2022","","66.23","21.57","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"194917742754","TAJCE M. - SOLSTICE 2.0 TIGHT - SAM800275-BK","SAM800275-BK - 56","XXL","par","6","66.23","33.11","2","2","","2","2","1","","","","","","OBUĆA","34.85","194917742754","1","","1 PAR = 1 PAR","2","","SOLSTICE 2.0 TIGHT","SAM800275-BK","","","","","BLACK","BLACK","XXL","FW21","FW21","","","","lijepljena/prošivena obuća","","Vijetnam","","","7/26/2021","2/22/2023","7/11/2021","10/19/2022","","66.23","21.57","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"194917742945","RUKAVICE UNISEX - BLUSTER GLOVE - SAU800036-BK","SAU800036-BK - 3","L","PAR","6","26.41","13.21","4","4","","4","4","1","","","","","","TEKSTIL","-25.51","194917742945","1","","1 PAR = 1 PAR","4","","BLUSTER GLOVE","SAU800036-BK","","","","","BLACK","BLACK","L","FW21","FW21","","","","lijepljena/prošivena obuća","","Kina","","","","12/21/2022","7/11/2021","10/19/2022","","26.41","16.58","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","","","","","suho četkanje","","kg","","","","",""
"194917742952","RUKAVICE UNISEX - BLUSTER GLOVE - SAU800036-BK","SAU800036-BK - 2","M","PAR","6","26.41","13.21","7","7","","7","7","1","","","","","","TEKSTIL","-25.51","194917742952","1","","1 PAR = 1 PAR","7","","BLUSTER GLOVE","SAU800036-BK","","","","","BLACK","BLACK","M","FW21","FW21","","","","lijepljena/prošivena obuća","","Kina","","","","12/22/2022","7/11/2021","10/19/2022","","26.41","16.58","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","","","","","suho četkanje","","kg","","","","",""
"194917742969","RUKAVICE UNISEX - BLUSTER GLOVE - SAU800036-BK","SAU800036-BK - 1","S","PAR","6","26.41","13.21","3","3","1","2","2","1","","","","","","TEKSTIL","-25.51","194917742969","1","","1 PAR = 1 PAR","3","","BLUSTER GLOVE","SAU800036-BK","","","","","BLACK","BLACK","S","FW21","FW21","","","","lijepljena/prošivena obuća","","Kina","","","","2/15/2022","7/11/2021","10/19/2022","","26.41","16.58","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","","","","","suho četkanje","","kg","","","","",""
"194917746691","TOP Ž. - SKYROCKET BRA - SAW800361-BK","SAW800361-BK - 40","40/L","kom","6","46.32","23.16","2","2","","2","2","1","","","","","","TEKSTIL","48.62","194917746691","1","","1 kom = 1 kom","2","","SKYROCKET BRA","SAW800361-BK","","","Ž","Ž","BLACK","BLACK","40/L","22FW","22FW","","","","","","Indonezija","","","8/25/2022","","7/16/2022","10/19/2022","","46.32","11.9","","","","","","","","","","","25","","USD","0.9688765","6212109000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917746707","TOP Ž. - SKYROCKET BRA - SAW800361-BK","SAW800361-BK - 38","38/M","kom","6","46.32","23.16","4","4","","4","4","1","","","","","","TEKSTIL","48.62","194917746707","1","","1 kom = 1 kom","4","","SKYROCKET BRA","SAW800361-BK","","","Ž","Ž","BLACK","BLACK","38/M","22FW","22FW","","","","","","Indonezija","","","8/25/2022","5/31/2023","7/16/2022","10/19/2022","","46.32","11.9","","","","","","","","","","","25","","USD","0.9688765","6212109000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917746714","TOP Ž. - SKYROCKET BRA - SAW800361-BK","SAW800361-BK - 36","36/S","kom","6","46.32","23.16","3","3","","3","3","1","","","","","","TEKSTIL","48.62","194917746714","1","","1 kom = 1 kom","3","","SKYROCKET BRA","SAW800361-BK","","","Ž","Ž","BLACK","BLACK","36/S","22FW","22FW","","","","","","Indonezija","","","8/25/2022","","7/16/2022","10/19/2022","","46.32","11.9","","","","","","","","","","","25","","USD","0.9688765","6212109000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917746721","TOP Ž. - SKYROCKET BRA - SAW800361-BK","SAW800361-BK - 42","42/XL","kom","6","46.32","23.16","2","2","","2","2","1","","","","","","TEKSTIL","48.62","194917746721","1","","1 kom = 1 kom","2","","SKYROCKET BRA","SAW800361-BK","","","Ž","Ž","BLACK","BLACK","42/XL","22FW","22FW","","","","","","Indonezija","","","8/25/2022","","7/16/2022","10/19/2022","","46.32","11.9","","","","","","","","","","","25","","USD","0.9688765","6212109000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917746738","TOP Ž. - SKYROCKET BRA - SAW800361-BK","SAW800361-BK - 34","34/XS","kom","6","46.32","23.16","2","2","","2","2","1","","","","","","TEKSTIL","48.62","194917746738","1","","1 kom = 1 kom","2","","SKYROCKET BRA","SAW800361-BK","","","Ž","Ž","BLACK","BLACK","34/XS","22FW","22FW","","","","","","Indonezija","","","8/25/2022","","7/16/2022","10/19/2022","","46.32","11.9","","","","","","","","","","","25","","USD","0.9688765","6212109000","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"194917747230","TAJCE Ž. - FORTIFY TIGHT - SAW800365-BK","SAW800365-BK - 40","L","par","6","66.23","33.11","2","2","","2","2","1","","","","","","OBUĆA","32.71","194917747230","1","","1 PAR = 1 PAR","2","","FORTIFY TIGHT","SAW800365-BK","","","","","BLACK","BLACK","L","FW21","FW21","","","","lijepljena/prošivena obuća","","Vijetnam","","","7/26/2021","4/4/2022","7/11/2021","10/19/2022","","66.23","22.28","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"194917747247","TAJCE Ž. - FORTIFY TIGHT - SAW800365-BK","SAW800365-BK - 38","M","par","6","66.23","33.11","3","3","","3","5","","","","","","","OBUĆA","32.74","194917747247","1","","1 PAR = 1 PAR","3","","FORTIFY TIGHT","SAW800365-BK","","","","","BLACK","BLACK","M","FW21","FW21","","","","lijepljena/prošivena obuća","","Vijetnam","","","7/26/2021","7/20/2023","7/11/2021","10/19/2022","","66.23","22.27","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"194917747254","TAJCE Ž. - FORTIFY TIGHT - SAW800365-BK","SAW800365-BK - 36","S","par","6","66.23","33.11","4","4","","4","5","","","","","","","OBUĆA","32.74","194917747254","1","","1 PAR = 1 PAR","4","","FORTIFY TIGHT","SAW800365-BK","","","","","BLACK","BLACK","S","FW21","FW21","","","","lijepljena/prošivena obuća","","Vijetnam","","","7/26/2021","8/31/2023","7/11/2021","10/19/2022","","66.23","22.27","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"194917747278","TAJCE Ž. - FORTIFY TIGHT - SAW800365-BK","SAW800365-BK - 34","XS","par","6","66.23","33.11","1","1","","1","3","","","","","","","OBUĆA","32.74","194917747278","1","","1 PAR = 1 PAR","1","","FORTIFY TIGHT","SAW800365-BK","","","","","BLACK","BLACK","XS","FW21","FW21","","","","lijepljena/prošivena obuća","","Vijetnam","","","7/26/2021","8/31/2023","7/11/2021","8/11/2022","","66.23","22.27","","","","","","","","","","","25","","USD","0.86269825","1","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
