"Bar kod","Naziv robe","Kat.broj","Atribut 3","J.mj.","T.b.","Prod.cijena","VPC-PDV","Zalihe","Kol.vlast.","Rez.kol.","Kol.raspol.","Kol.kom.pri.","Kol.POS","Kol.slož.","Kol.nar.kup.","Kol.nar.dob.","D","Jamstvo","Atest","%max.rb.","Bar kod","Os.pak.","P","Odnos jm2","Kol. jm2","Prod.c. jm2","Drugi naziv robe","Treći naziv robe","Zapremina","Dimenzije","Atribut 1","Opis Atribut 1","Atribut 2","Opis Atribut 2","Opis Atribut 3","Atribut 4","Opis Atribut 4","Ambalaža","Ul.trošarina","Por.na luks.","Smještaj.R.","Smještaj","Zemlj.podr.","Drž.I.S.","Konto","Zadnji ulaz","Zadnji izlaz","Dat.unosa","Dat.izmj.","Dat.VPC","MPC+PDV","prosj. nc","1","2","3","4","5","6","7","8","PPOM","p.na.pot.","%pdv","Povr.nak.","val.","tečaj val.","c.tar.","min.kol.R.","opt.kol.R.","max.kol.R.","min.kol","opt.kol","max.kol","kalo %","proizvođač","Naziv proizvođača","dobavljač","Naziv dobavljača","gr.p.pot.","nor.amb.","www","težina pak.","j.m.težine","Z/V","Najm.ek.kol.","Traj.isporuke","Traj.proizvod.",""
"195018771247","TENISICA ŽENSKA - PEREGRINE 13 - S10838-25","S10838-25 - 420","10","par","6","150","75","1","1","","1","#N/A","","","","","","","OBUĆA","49.41","195018771247","1","","1 PAR = 1 PAR","1","","PEREGRINE 13","S10838-25","","","","","SPRIG/","SPRIG/CANOPY","10","23SP","23SP","","","","lijepljena/prošivena obuća","","Kina","","","2/10/2023","5/17/2023","1/20/2023","","","150","37.94","","","","","","","","","","","25","","USD","1.09","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018771254","TENISICA ŽENSKA - PEREGRINE 13 - S10838-25","S10838-25 - 425","10,5","par","6","150","75","1","1","","1","#N/A","","","","","","","OBUĆA","49.41","195018771254","1","","1 PAR = 1 PAR","1","","PEREGRINE 13","S10838-25","","","","","SPRIG/","SPRIG/CANOPY","10,5","23SP","23SP","","","","lijepljena/prošivena obuća","","Kina","","","2/10/2023","","1/20/2023","","","150","37.94","","","","","","","","","","","25","","USD","1.09","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777454","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 420","8,5","par","6","155","77.5","2","2","","2","#N/A","","","","","","","OBUĆA","45.41","195018777454","1","","1 PAR = 1 PAR","2","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","8,5","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.31","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777461","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 425","9","par","6","155","77.5","3","3","","3","#N/A","","","","","","","OBUĆA","45.42","195018777461","1","","1 PAR = 1 PAR","3","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","9","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.3","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777478","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 430","9,5","par","6","155","77.5","4","4","","4","#N/A","","","","","","","OBUĆA","45.41","195018777478","1","","1 PAR = 1 PAR","4","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","9,5","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.31","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777485","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 440","10","par","6","155","77.5","6","6","","6","#N/A","","","","","","","OBUĆA","45.41","195018777485","1","","1 PAR = 1 PAR","6","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","10","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.31","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777492","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 445","10,5","par","6","155","77.5","6","6","","6","#N/A","","","","","","","OBUĆA","45.41","195018777492","1","","1 PAR = 1 PAR","6","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","10,5","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.31","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777508","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 450","11","par","6","155","77.5","6","6","","6","#N/A","","","","","","","OBUĆA","45.41","195018777508","1","","1 PAR = 1 PAR","6","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","11","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.31","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777515","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 460","11,5","par","6","155","77.5","4","4","","4","#N/A","","","","","","","OBUĆA","45.41","195018777515","1","","1 PAR = 1 PAR","4","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","11,5","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.31","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777522","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 465","12","par","6","155","77.5","4","4","","4","#N/A","","","","","","","OBUĆA","45.41","195018777522","1","","1 PAR = 1 PAR","4","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","12","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.31","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777539","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 470","12,5","par","6","155","77.5","1","1","","1","#N/A","","","","","","","OBUĆA","45.42","195018777539","1","","1 PAR = 1 PAR","1","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","12,5","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.3","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018777546","TENISICA MUŠKA - RIDE 15 TR - S20775-25","S20775-25 - 480","13","par","6","155","77.5","3","3","","3","#N/A","","","","","","","OBUĆA","45.42","195018777546","1","","1 PAR = 1 PAR","3","","RIDE 15 TR","S20775-25","","","","","PEWTER","PEWTER","13","23FW","23FW","","","","lijepljena/prošivena obuća","","Indonezija","","","8/17/2023","","7/11/2023","","","155","42.3","","","","","","","","","","","25","","USD","1.09","6404119020","","","","","","","","2279","Wolverine World Wide, Inc. -","2279","Wolverine World Wide, Inc. -","","","suho četkanje","","kg","","","","",""
"195018808561","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 360","5,5","PAR","6","190","95","1","1","","1","#N/A","","","","","","","","42.75","195018808561","","","1 PAR = 1 PAR","1","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","5,5","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195018808578","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 370","6","PAR","6","190","95","1","1","","1","#N/A","","","","","","","","42.75","195018808578","","","1 PAR = 1 PAR","1","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","6","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195018808585","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 375","6,5","PAR","6","190","95","1","1","","1","#N/A","","","","","","","","42.75","195018808585","","","1 PAR = 1 PAR","1","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","6,5","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195018808592","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 380","7","PAR","6","190","95","2","2","","2","#N/A","","","","","","","","42.75","195018808592","","","1 PAR = 1 PAR","2","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","7","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195018808608","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 385","7,5","PAR","6","190","95","1","1","","1","#N/A","","","","","","","","42.75","195018808608","","","1 PAR = 1 PAR","1","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","7,5","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195018808615","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 390","8","PAR","6","190","95","2","2","","2","#N/A","","","","","","","","42.75","195018808615","","","1 PAR = 1 PAR","2","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","8","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195018808622","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 400","8,5","PAR","6","190","95","1","1","","1","#N/A","","","","","","","","42.75","195018808622","","","1 PAR = 1 PAR","1","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","8,5","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195018808639","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 405","9","PAR","6","190","95","1","1","","1","#N/A","","","","","","","","42.75","195018808639","","","1 PAR = 1 PAR","1","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","9","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195018808646","TENISICA ŽENSKA - TEMPUS - S10720-86","S10720-86 - 410","9,5","PAR","6","190","95","2","2","","2","#N/A","","","","","","","","42.75","195018808646","","","1 PAR = 1 PAR","2","","TEMPUS","S10720-86","","","","","Wh/Pin","WHITE/VIZI PINK","9,5","23SP","23SP","","","","","","Vijetnam","","","6/5/2023","","6/5/2023","6/5/2023","6/5/2023","190","54.39","","","","","","","","","","","25","","EUR","1","6404119050","","","","","","","","2279","Wolverine World Wide, Inc. -","3720","Veto s.a.","","","suho četkanje","","kg","","","","",""
"195019012134","T-MAJA M. - ELITE SHORT SLEEVE - SAM800313-UB","SAM800313-UB - 52","52/L","kom","6","50","25","1","1","","1","#N/A","","","","","","","","16","195019012134","","","1 kom = 1 kom","1","","ELITE SHORT SLEEVE","SAM800313-UB","","","M","M","UMBRA","UMBRA","52/L","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","50","21","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012141","T-MAJA M. - ELITE SHORT SLEEVE - SAM800313-UB","SAM800313-UB - 50","50/M","kom","6","50","25","1","1","","1","#N/A","","","","","","","","16","195019012141","","","1 kom = 1 kom","1","","ELITE SHORT SLEEVE","SAM800313-UB","","","M","M","UMBRA","UMBRA","50/M","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","50","21","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012158","T-MAJA M. - ELITE SHORT SLEEVE - SAM800313-UB","SAM800313-UB - 48","48/S","kom","6","50","25","1","1","","1","#N/A","","","","","","","","16","195019012158","","","1 kom = 1 kom","1","","ELITE SHORT SLEEVE","SAM800313-UB","","","M","M","UMBRA","UMBRA","48/S","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","50","21","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012165","T-MAJA M. - ELITE SHORT SLEEVE - SAM800313-UB","SAM800313-UB - 54","54/XL","kom","6","50","25","1","1","","1","#N/A","","","","","","","","16","195019012165","","","1 kom = 1 kom","1","","ELITE SHORT SLEEVE","SAM800313-UB","","","M","M","UMBRA","UMBRA","54/XL","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","50","21","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012233","KR.HLAČE M. - ELITE SPLIT SHORT - SAM800315-UB","SAM800315-UB - 52","52/L","kom","6","50","25","1","1","","1","#N/A","","","","","","","","25.8","195019012233","","","1 kom = 1 kom","1","","ELITE SPLIT SHORT","SAM800315-UB","","","M","M","UMBRA","UMBRA","52/L","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","50","18.55","","","","","","","","","","","25","","EUR","1","6203439000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012240","KR.HLAČE M. - ELITE SPLIT SHORT - SAM800315-UB","SAM800315-UB - 50","50/M","kom","6","50","25","1","1","","1","#N/A","","","","","","","","25.8","195019012240","","","1 kom = 1 kom","1","","ELITE SPLIT SHORT","SAM800315-UB","","","M","M","UMBRA","UMBRA","50/M","23SP","23SP","","","","","","Kina","","","4/21/2023","5/15/2023","4/21/2023","4/21/2023","4/21/2023","50","18.55","","","","","","","","","","","25","","EUR","1","6203439000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012257","KR.HLAČE M. - ELITE SPLIT SHORT - SAM800315-UB","SAM800315-UB - 48","48/S","kom","6","50","25","1","1","","1","#N/A","","","","","","","","25.8","195019012257","","","1 kom = 1 kom","1","","ELITE SPLIT SHORT","SAM800315-UB","","","M","M","UMBRA","UMBRA","48/S","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","50","18.55","","","","","","","","","","","25","","EUR","1","6203439000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012264","KR.HLAČE M. - ELITE SPLIT SHORT - SAM800315-UB","SAM800315-UB - 54","54/XL","kom","6","50","25","1","1","","1","#N/A","","","","","","","","25.8","195019012264","","","1 kom = 1 kom","1","","ELITE SPLIT SHORT","SAM800315-UB","","","M","M","UMBRA","UMBRA","54/XL","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","50","18.55","","","","","","","","","","","25","","EUR","1","6203439000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012288","KR.HLAČE M. - ELITE TIGHT SHORT - SAM800316-UB","SAM800316-UB - 52","52/L","kom","6","80","40","1","1","","1","#N/A","","","","","","","","35.23","195019012288","","","1 kom = 1 kom","1","","ELITE TIGHT SHORT","SAM800316-UB","","","M","M","UMBRA","UMBRA","52/L","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","80","25.91","","","","","","","","","","","25","","EUR","1","6103430000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012295","KR.HLAČE M. - ELITE TIGHT SHORT - SAM800316-UB","SAM800316-UB - 50","50/M","kom","6","80","40","1","1","","1","#N/A","","","","","","","","35.23","195019012295","","","1 kom = 1 kom","1","","ELITE TIGHT SHORT","SAM800316-UB","","","M","M","UMBRA","UMBRA","50/M","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","80","25.91","","","","","","","","","","","25","","EUR","1","6103430000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012301","KR.HLAČE M. - ELITE TIGHT SHORT - SAM800316-UB","SAM800316-UB - 48","48/S","kom","6","80","40","1","1","","1","#N/A","","","","","","","","35.23","195019012301","","","1 kom = 1 kom","1","","ELITE TIGHT SHORT","SAM800316-UB","","","M","M","UMBRA","UMBRA","48/S","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","80","25.91","","","","","","","","","","","25","","EUR","1","6103430000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012318","KR.HLAČE M. - ELITE TIGHT SHORT - SAM800316-UB","SAM800316-UB - 54","54/XL","kom","6","80","40","1","1","","1","#N/A","","","","","","","","35.23","195019012318","","","1 kom = 1 kom","1","","ELITE TIGHT SHORT","SAM800316-UB","","","M","M","UMBRA","UMBRA","54/XL","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","80","25.91","","","","","","","","","","","25","","EUR","1","6103430000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012332","TAJCE M. - ELITE TIGHT - SAM800317-UB","SAM800317-UB - 52","52/L","kom","6","100","50","1","1","","1","#N/A","","","","","","","","23.64","195019012332","","","1 kom = 1 kom","1","","ELITE TIGHT","SAM800317-UB","","","M","M","UMBRA","UMBRA","52/L","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","100","38.18","","","","","","","","","","","25","","EUR","1","6103430000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012349","TAJCE M. - ELITE TIGHT - SAM800317-UB","SAM800317-UB - 50","50/M","kom","6","100","50","1","1","","1","#N/A","","","","","","","","23.64","195019012349","","","1 kom = 1 kom","1","","ELITE TIGHT","SAM800317-UB","","","M","M","UMBRA","UMBRA","50/M","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","100","38.18","","","","","","","","","","","25","","EUR","1","6103430000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012356","TAJCE M. - ELITE TIGHT - SAM800317-UB","SAM800317-UB - 48","48/S","kom","6","100","50","1","1","","1","#N/A","","","","","","","","23.66","195019012356","","","1 kom = 1 kom","1","","ELITE TIGHT","SAM800317-UB","","","M","M","UMBRA","UMBRA","48/S","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","100","38.17","","","","","","","","","","","25","","EUR","1","6103430000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012363","TAJCE M. - ELITE TIGHT - SAM800317-UB","SAM800317-UB - 54","54/XL","kom","6","100","50","1","1","","1","#N/A","","","","","","","","23.64","195019012363","","","1 kom = 1 kom","1","","ELITE TIGHT","SAM800317-UB","","","M","M","UMBRA","UMBRA","54/XL","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","100","38.18","","","","","","","","","","","25","","EUR","1","6103430000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012486","MAJA M.  - ELITE SINGLET - SAM800320-UB","SAM800320-UB - 52","52/L","kom","6","45","22.5","1","1","","1","#N/A","","","","","","","","21.2","195019012486","","","1 kom = 1 kom","1","","ELITE SINGLET","SAM800320-UB","","","M","M","UMBRA","UMBRA","52/L","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","45","17.73","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012493","MAJA M.  - ELITE SINGLET - SAM800320-UB","SAM800320-UB - 50","50/M","kom","6","45","22.5","1","1","","1","#N/A","","","","","","","","21.2","195019012493","","","1 kom = 1 kom","1","","ELITE SINGLET","SAM800320-UB","","","M","M","UMBRA","UMBRA","50/M","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","45","17.73","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012509","MAJA M.  - ELITE SINGLET - SAM800320-UB","SAM800320-UB - 48","48/S","kom","6","45","22.5","1","1","","1","#N/A","","","","","","","","21.2","195019012509","","","1 kom = 1 kom","1","","ELITE SINGLET","SAM800320-UB","","","M","M","UMBRA","UMBRA","48/S","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","45","17.73","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019012516","MAJA M.  - ELITE SINGLET - SAM800320-UB","SAM800320-UB - 54","54/XL","kom","6","45","22.5","1","1","","1","#N/A","","","","","","","","21.2","195019012516","","","1 kom = 1 kom","1","","ELITE SINGLET","SAM800320-UB","","","M","M","UMBRA","UMBRA","54/XL","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","45","17.73","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019013339","MAJA Ž. - ELITE SINGLET - SAW800407-UB","SAW800407-UB - 40","40/L","kom","6","45","22.5","1","1","","1","#N/A","","","","","","","","22.4","195019013339","","","1 kom = 1 kom","1","","ELITE SINGLET","SAW800407-UB","","","Ž","Ž","UMBRA","UMBRA","40/L","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","45","17.46","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019013346","MAJA Ž. - ELITE SINGLET - SAW800407-UB","SAW800407-UB - 38","38/M","kom","6","45","22.5","1","1","","1","#N/A","","","","","","","","22.4","195019013346","","","1 kom = 1 kom","1","","ELITE SINGLET","SAW800407-UB","","","Ž","Ž","UMBRA","UMBRA","38/M","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","45","17.46","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019013353","MAJA Ž. - ELITE SINGLET - SAW800407-UB","SAW800407-UB - 36","36/S","kom","6","45","22.5","1","1","","1","#N/A","","","","","","","","22.4","195019013353","","","1 kom = 1 kom","1","","ELITE SINGLET","SAW800407-UB","","","Ž","Ž","UMBRA","UMBRA","36/S","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","45","17.46","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
"195019013377","MAJA Ž. - ELITE SINGLET - SAW800407-UB","SAW800407-UB - 34","34/XS","kom","6","45","22.5","1","1","","1","#N/A","","","","","","","","22.4","195019013377","","","1 kom = 1 kom","1","","ELITE SINGLET","SAW800407-UB","","","Ž","Ž","UMBRA","UMBRA","34/XS","23SP","23SP","","","","","","Kina","","","4/21/2023","","4/21/2023","4/21/2023","4/21/2023","45","17.46","","","","","","","","","","","25","","EUR","1","6109909000","","","","","","","","2279","Wolverine World Wide, Inc. -","2048","Wolverine Europe Limited","","","istaknuto na ušivnoj etiketi","","kg","","","","",""
